timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp,deploy_action_scale
1782302368.172225,-1,0.005822,69.270911,SAFE_STAND,0.148406,-0.024910,0.130679,-1.584489,0.232980,0.066364,0.182586,1.000000,0.200000
1782302368.190434,-1,0.003847,69.290123,SAFE_STAND,0.144847,-0.024870,0.130660,-1.584489,0.232980,0.066363,0.182586,1.000000,0.200000
1782302368.209996,-1,0.003250,69.310627,SAFE_STAND,0.143713,-0.024856,0.130618,-1.584469,0.232976,0.066363,0.182586,1.000000,0.200000
1782302368.230391,-1,0.003083,69.331205,SAFE_STAND,0.144414,-0.024879,0.130622,-1.584466,0.232988,0.066365,0.182586,1.000000,0.200000
1782302368.249450,-1,0.002057,69.350802,SAFE_STAND,0.142662,-0.024869,0.130640,-1.584453,0.232980,0.066367,0.184500,1.000000,0.200000
1782302368.269430,-1,0.001963,69.370843,SAFE_STAND,0.142016,-0.024880,0.130610,-1.584493,0.232984,0.066367,0.182586,1.000000,0.200000
1782302368.288880,-1,0.001335,69.390911,SAFE_STAND,0.141685,-0.024859,0.130617,-1.584467,0.232984,0.066364,0.182586,1.000000,0.200000
1782302368.309436,-1,0.001368,69.411462,SAFE_STAND,0.141847,-0.024874,0.130577,-1.584476,0.232988,0.066366,0.182586,1.000000,0.200000
1782302368.329621,-1,0.001480,69.431504,SAFE_STAND,0.142307,-0.024857,0.130554,-1.584443,0.232988,0.066368,0.184500,1.000000,0.200000
1782302368.349538,-1,0.001324,69.451575,SAFE_STAND,0.141756,-0.024865,0.130495,-1.584471,0.232988,0.066368,0.182586,1.000000,0.200000
1782302368.371223,-1,0.002224,69.472362,SAFE_STAND,0.142312,-0.024893,0.130474,-1.584431,0.232984,0.066365,0.182586,1.000000,0.200000
1782302368.392127,-1,0.003035,69.492538,SAFE_STAND,0.143357,-0.024879,0.130454,-1.584438,0.232980,0.066367,0.182586,1.000000,0.200000
1782302368.412225,-1,0.003048,69.512596,SAFE_STAND,0.143538,-0.024868,0.130463,-1.584403,0.232980,0.066364,0.182586,1.000000,0.200000
1782302368.431567,-1,0.002303,69.532678,SAFE_STAND,0.142809,-0.024902,0.130457,-1.584427,0.232984,0.066365,0.182586,1.000000,0.200000
1782302368.452343,-1,0.002628,69.553128,SAFE_STAND,0.143446,-0.024880,0.130478,-1.584424,0.232980,0.066364,0.182586,1.000000,0.200000
1782302368.472300,-1,0.002496,69.573210,SAFE_STAND,0.142604,-0.024876,0.130527,-1.584465,0.232980,0.066363,0.182586,1.000000,0.200000
1782302368.493201,-1,0.002740,69.593877,SAFE_STAND,0.142938,-0.024902,0.130487,-1.584467,0.232988,0.066365,0.182586,1.000000,0.200000
1782302368.513391,-1,0.002843,69.613960,SAFE_STAND,0.143148,-0.024922,0.130423,-1.584442,0.232984,0.066365,0.182586,1.000000,0.200000
1782302368.532964,-1,0.002332,69.634038,SAFE_STAND,0.142942,-0.024935,0.130410,-1.584407,0.232976,0.066363,0.182586,1.000000,0.200000
