timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp,deploy_action_scale
1782440906.557290,0,0.000570,inf,STAND_TEST,0.000000,-0.000811,0.036057,-0.320926,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.577586,1,0.000806,inf,STAND_TEST,0.000000,-0.000807,0.036066,-0.320920,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.597578,2,0.000737,inf,STAND_TEST,0.000000,-0.000808,0.036074,-0.320918,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.617650,3,0.000753,inf,STAND_TEST,0.000000,-0.000814,0.036069,-0.320915,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.637546,4,0.000465,inf,STAND_TEST,0.000000,-0.000795,0.036090,-0.320906,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.657580,5,0.000445,inf,STAND_TEST,0.000000,-0.000814,0.036089,-0.320921,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.677616,6,0.000427,inf,STAND_TEST,0.000000,-0.000807,0.036104,-0.320906,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.697707,7,0.000463,inf,STAND_TEST,0.000000,-0.000816,0.036089,-0.320877,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.717761,8,0.000463,inf,STAND_TEST,0.000000,-0.000797,0.036083,-0.320878,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.738329,9,0.000973,inf,STAND_TEST,0.000000,-0.000807,0.036136,-0.320883,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.758322,10,0.000908,inf,STAND_TEST,0.000000,-0.000811,0.036109,-0.320852,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.778250,11,0.000680,inf,STAND_TEST,0.000000,-0.000817,0.036135,-0.320894,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.798404,12,0.000696,inf,STAND_TEST,0.000000,-0.000853,0.036098,-0.320907,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.818472,13,0.000706,inf,STAND_TEST,0.000000,-0.000854,0.036154,-0.320938,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.838707,14,0.000883,inf,STAND_TEST,0.000000,-0.000844,0.036164,-0.320955,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.858406,15,0.000552,inf,STAND_TEST,0.000000,-0.000863,0.036209,-0.320980,0.000000,0.000000,0.000000,1.000000,1.000000
1782440906.878592,16,0.000681,inf,STAND_TEST,0.000000,-0.000866,0.036153,-0.320948,0.000000,0.000000,0.000000,1.000000,1.000000
