timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp
1782219804.323758,-1,0.004607,918.153432,SAFE_STAND,0.054609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.341226,-1,0.001701,918.172954,SAFE_STAND,0.050052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.360906,-1,0.001301,918.192983,SAFE_STAND,0.049437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.380829,-1,0.001146,918.213138,SAFE_STAND,0.049201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.401809,-1,0.002050,918.233198,SAFE_STAND,0.050631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.421571,-1,0.001733,918.253303,SAFE_STAND,0.050102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.441802,-1,0.001828,918.273422,SAFE_STAND,0.050285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.461337,-1,0.001243,918.293460,SAFE_STAND,0.049360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.482061,-1,0.001843,918.313646,SAFE_STAND,0.050293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.501999,-1,0.001648,918.333781,SAFE_STAND,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.522271,-1,0.001790,918.353923,SAFE_STAND,0.050225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.542232,-1,0.001627,918.374037,SAFE_STAND,0.049970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.562223,-1,0.001483,918.394183,SAFE_STAND,0.049741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.582568,-1,0.001696,918.414297,SAFE_STAND,0.050075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.602579,-1,0.001628,918.434403,SAFE_STAND,0.049961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.623037,-1,0.001965,918.454584,SAFE_STAND,0.050472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.642882,-1,0.001678,918.474648,SAFE_STAND,0.050038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.663176,-1,0.001849,918.494768,SAFE_STAND,0.050155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.683116,-1,0.001707,918.514806,SAFE_STAND,0.049950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.703460,-1,0.001967,918.534878,SAFE_STAND,0.050366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.723449,-1,0.001874,918.554963,SAFE_STAND,0.050210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.743034,-1,0.001368,918.575081,SAFE_STAND,0.049395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.763571,-1,0.001825,918.595140,SAFE_STAND,0.050139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.783347,-1,0.001520,918.615206,SAFE_STAND,0.049648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.803163,-1,0.001258,918.635284,SAFE_STAND,0.049376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.823229,-1,0.001193,918.655468,SAFE_STAND,0.049266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.843752,-1,0.001610,918.675553,SAFE_STAND,0.049722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.863851,-1,0.001619,918.695662,SAFE_STAND,0.049781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.884082,-1,0.001766,918.715750,SAFE_STAND,0.050009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.904921,-1,0.002512,918.735982,SAFE_STAND,0.051088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.924466,-1,0.001949,918.756089,SAFE_STAND,0.050247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.944478,-1,0.001856,918.776185,SAFE_STAND,0.050277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.964031,-1,0.001272,918.796177,SAFE_STAND,0.049428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219804.984447,-1,0.001563,918.816254,SAFE_STAND,0.049863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.004686,-1,0.001675,918.836381,SAFE_STAND,0.050028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.024951,-1,0.001812,918.856681,SAFE_STAND,0.050258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.044779,-1,0.001482,918.876785,SAFE_STAND,0.049703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.064907,-1,0.001532,918.896813,SAFE_STAND,0.049828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.084630,-1,0.001176,918.916907,SAFE_STAND,0.049244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.104709,-1,0.001180,918.936973,SAFE_STAND,0.049257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.125428,-1,0.001821,918.957073,SAFE_STAND,0.050271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.145528,-1,0.001843,918.977160,SAFE_STAND,0.050287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.165582,-1,0.001816,918.997207,SAFE_STAND,0.050255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.184992,-1,0.001148,919.017301,SAFE_STAND,0.049246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.205409,-1,0.001437,919.037369,SAFE_STAND,0.049655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.225497,-1,0.001406,919.057541,SAFE_STAND,0.049615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.246007,-1,0.001794,919.077662,SAFE_STAND,0.050226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.266011,-1,0.001666,919.097799,SAFE_STAND,0.050021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.285858,-1,0.001379,919.117947,SAFE_STAND,0.049565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.306292,-1,0.001685,919.138050,SAFE_STAND,0.050108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.326114,-1,0.001430,919.158152,SAFE_STAND,0.049633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.346003,-1,0.001200,919.178294,SAFE_STAND,0.049291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.366073,-1,0.001141,919.198395,SAFE_STAND,0.049193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.386809,-1,0.001754,919.218498,SAFE_STAND,0.050167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.407487,-1,0.002350,919.238771,SAFE_STAND,0.050845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.427663,-1,0.002426,919.258907,SAFE_STAND,0.051016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.447333,-1,0.001999,919.278846,SAFE_STAND,0.050399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.466878,-1,0.001416,919.298928,SAFE_STAND,0.049465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782219805.487512,-1,0.001932,919.319044,SAFE_STAND,0.050285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
