timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp,deploy_action_scale
1782452930.937508,0,0.000688,inf,STAND_TEST,0.000000,0.078943,-0.065877,-0.251438,0.000000,0.000000,0.000000,1.000000,1.000000
1782452930.957491,1,0.000572,inf,STAND_TEST,0.000000,0.079540,-0.070749,-0.252598,0.000000,0.000000,0.000000,1.000000,1.000000
1782452930.977525,2,0.000458,inf,STAND_TEST,0.000000,0.079760,-0.075231,-0.254363,0.000000,0.000000,0.000000,1.000000,1.000000
1782452930.997588,3,0.000466,inf,STAND_TEST,0.000000,0.079877,-0.079437,-0.256289,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.017622,4,0.000446,inf,STAND_TEST,0.000000,0.080404,-0.083323,-0.258241,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.037688,5,0.000457,inf,STAND_TEST,0.000000,0.080771,-0.087097,-0.259923,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.057743,6,0.000458,inf,STAND_TEST,0.000000,0.080748,-0.090720,-0.261192,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.078003,7,0.000664,inf,STAND_TEST,0.000000,0.080444,-0.094264,-0.261961,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.098197,8,0.000804,inf,STAND_TEST,0.000000,0.080330,-0.097680,-0.262799,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.118196,9,0.000749,inf,STAND_TEST,0.000000,0.080172,-0.100872,-0.263918,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.138345,10,0.000731,inf,STAND_TEST,0.000000,0.079517,-0.104177,-0.265112,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.158369,11,0.000695,inf,STAND_TEST,0.000000,0.078914,-0.107008,-0.266224,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.178665,12,0.000933,inf,STAND_TEST,0.000000,0.078343,-0.109952,-0.267284,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.198477,13,0.000688,inf,STAND_TEST,0.000000,0.077800,-0.112415,-0.268166,0.000000,0.000000,0.000000,1.000000,1.000000
1782452931.218816,14,0.000967,inf,STAND_TEST,0.000000,0.077201,-0.114763,-0.268646,0.000000,0.000000,0.000000,1.000000,1.000000
