timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp,deploy_action_scale
1782356643.989312,-1,0.001279,599.931207,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.008543,-1,0.000175,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.028612,-1,0.000117,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.048745,-1,0.000121,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.068873,-1,0.000121,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.089005,-1,0.000124,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.109123,-1,0.000121,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.129240,-1,0.000121,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.149362,-1,0.000121,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.169482,-1,0.000116,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.189638,-1,0.000122,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.209754,-1,0.000116,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.229895,-1,0.000123,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.250025,-1,0.000118,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.270160,-1,0.000120,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.290290,-1,0.000120,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.310403,-1,0.000117,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.330476,-1,0.000116,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.350611,-1,0.000173,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.370685,-1,0.000159,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.390793,-1,0.000133,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.410896,-1,0.000116,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.430975,-1,0.000119,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.451107,-1,0.000115,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.471243,-1,0.000135,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.491588,-1,0.000350,600.433506,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.511489,-1,0.000167,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.531515,-1,0.000110,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.551578,-1,0.000100,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.571692,-1,0.000138,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.591815,-1,0.000181,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.611855,-1,0.000140,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.631929,-1,0.000139,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.652013,-1,0.000138,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
1782356644.672103,-1,0.000145,inf,SAFE_STAND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
