timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp,deploy_action_scale
1782701408.827992,-1,0.001937,409.879092,SAFE_STAND,0.000000,0.007193,0.049111,0.161531,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.846942,-1,0.000799,inf,SAFE_STAND,0.000000,0.007202,0.049102,0.161542,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.866883,-1,0.000532,inf,SAFE_STAND,0.000000,0.007204,0.049124,0.161564,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.886899,-1,0.000471,inf,SAFE_STAND,0.000000,0.007190,0.049104,0.161573,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.906926,-1,0.000426,inf,SAFE_STAND,0.000000,0.007154,0.049047,0.161585,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.927191,-1,0.000417,inf,SAFE_STAND,0.000000,0.007144,0.049043,0.161548,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.947585,-1,0.000438,inf,SAFE_STAND,0.000000,0.007119,0.049013,0.161536,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.967675,-1,0.000456,inf,SAFE_STAND,0.000000,0.007105,0.048958,0.161526,0.000000,0.000000,0.000000,1.000000,0.200000
1782701408.987940,-1,0.000430,inf,SAFE_STAND,0.000000,0.007109,0.048910,0.161571,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.008250,-1,0.000667,inf,SAFE_STAND,0.000000,0.007103,0.048890,0.161555,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.028237,-1,0.000406,inf,SAFE_STAND,0.000000,0.007053,0.048877,0.161506,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.048341,-1,0.000438,inf,SAFE_STAND,0.000000,0.007033,0.048810,0.161521,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.068408,-1,0.000436,inf,SAFE_STAND,0.000000,0.007034,0.048775,0.161551,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.088445,-1,0.000403,inf,SAFE_STAND,0.000000,0.007056,0.048753,0.161552,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.108546,-1,0.000435,inf,SAFE_STAND,0.000000,0.007035,0.048732,0.161544,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.128642,-1,0.000461,inf,SAFE_STAND,0.000000,0.007046,0.048670,0.161570,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.149118,-1,0.000642,inf,SAFE_STAND,0.000000,0.007040,0.048630,0.161566,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.169092,-1,0.000411,inf,SAFE_STAND,0.000000,0.007032,0.048673,0.161584,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.189234,-1,0.000492,inf,SAFE_STAND,0.000000,0.007033,0.048679,0.161589,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.209269,-1,0.000453,inf,SAFE_STAND,0.000000,0.007037,0.048636,0.161640,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.229302,-1,0.000412,inf,SAFE_STAND,0.000000,0.007010,0.048595,0.161666,0.000000,0.000000,0.000000,1.000000,0.200000
1782701409.249802,-1,0.000410,inf,SAFE_STAND,0.000000,0.006980,0.048606,0.161654,0.000000,0.000000,0.000000,1.000000,0.200000
