timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp
1782213286.260412,1,0.004427,0.000000,SAFE_STAND,0.006692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.277553,2,0.001485,0.000000,SAFE_STAND,0.002126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.297537,3,0.001348,0.000000,SAFE_STAND,0.001941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.317426,4,0.001118,0.000000,SAFE_STAND,0.001584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.337607,5,0.001159,0.000000,SAFE_STAND,0.001648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.357618,6,0.001041,0.000000,SAFE_STAND,0.001472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.377750,7,0.001096,0.000000,SAFE_STAND,0.001467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.397827,8,0.001032,0.000000,SAFE_STAND,0.001400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.418039,9,0.001104,0.000000,SAFE_STAND,0.001502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.438157,10,0.001079,0.000000,SAFE_STAND,0.001481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.458796,11,0.001598,0.000000,SAFE_STAND,0.002304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.478954,12,0.001614,0.000000,SAFE_STAND,0.002332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.498890,13,0.001413,0.000000,SAFE_STAND,0.001841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.519573,14,0.002032,0.000000,SAFE_STAND,0.002810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1782213286.539672,15,0.002045,0.000000,TRACKING,0.002792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001
1782213286.559134,16,0.001420,0.000000,TRACKING,0.001841,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.019473
