timestamp,frame_id,loop_dt,redis_age,mode,risk_score,roll,pitch,yaw,max_tracking_error,rms_tracking_error,max_torque_ratio,ramp,deploy_action_scale
1782451567.092067,0,0.000568,inf,STAND_TEST,0.000000,-0.012430,0.109663,-0.500772,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.112305,1,0.000570,inf,STAND_TEST,0.000000,-0.012438,0.109606,-0.500813,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.132335,2,0.000539,inf,STAND_TEST,0.000000,-0.012417,0.109604,-0.500881,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.152269,3,0.000417,inf,STAND_TEST,0.000000,-0.012452,0.109568,-0.500901,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.172570,4,0.000663,inf,STAND_TEST,0.000000,-0.012477,0.109539,-0.500941,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.192590,5,0.000630,inf,STAND_TEST,0.000000,-0.012473,0.109467,-0.500981,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.212649,6,0.000635,inf,STAND_TEST,0.000000,-0.012474,0.109408,-0.500971,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.232715,7,0.000647,inf,STAND_TEST,0.000000,-0.012467,0.109303,-0.501014,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.252654,8,0.000449,inf,STAND_TEST,0.000000,-0.012451,0.109191,-0.500953,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.272674,9,0.000416,inf,STAND_TEST,0.000000,-0.012432,0.109000,-0.500886,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.292730,10,0.000418,inf,STAND_TEST,0.000000,-0.012444,0.108845,-0.500882,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.312782,11,0.000417,inf,STAND_TEST,0.000000,-0.012428,0.108714,-0.500890,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.332871,12,0.000453,inf,STAND_TEST,0.000000,-0.012382,0.108532,-0.500877,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.353113,13,0.000640,inf,STAND_TEST,0.000000,-0.012348,0.108370,-0.500885,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.373166,14,0.000462,inf,STAND_TEST,0.000000,-0.012327,0.108200,-0.500915,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.394535,15,0.001510,inf,STAND_TEST,0.000000,-0.012303,0.108029,-0.500919,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.414546,16,0.001419,inf,STAND_TEST,0.000000,-0.012286,0.107787,-0.500927,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.434646,17,0.001406,inf,STAND_TEST,0.000000,-0.012251,0.107622,-0.500913,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.455101,18,0.001761,inf,STAND_TEST,0.000000,-0.012199,0.107425,-0.500853,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.475166,19,0.001328,inf,STAND_TEST,0.000000,-0.012197,0.107206,-0.500860,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.494889,20,0.000992,inf,STAND_TEST,0.000000,-0.012170,0.106969,-0.500806,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.514951,21,0.000961,inf,STAND_TEST,0.000000,-0.012161,0.106696,-0.500815,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.535138,22,0.000900,inf,STAND_TEST,0.000000,-0.012160,0.106510,-0.500767,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.555183,23,0.000820,inf,STAND_TEST,0.000000,-0.012139,0.106342,-0.500767,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.575341,24,0.000853,inf,STAND_TEST,0.000000,-0.012147,0.106130,-0.500793,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.595739,25,0.001123,inf,STAND_TEST,0.000000,-0.012115,0.105943,-0.500809,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.615943,26,0.001206,inf,STAND_TEST,0.000000,-0.012100,0.105755,-0.500785,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.636016,27,0.001144,inf,STAND_TEST,0.000000,-0.012097,0.105553,-0.500763,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.655862,28,0.000860,inf,STAND_TEST,0.000000,-0.012077,0.105350,-0.500758,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.676249,29,0.001123,inf,STAND_TEST,0.000000,-0.012089,0.105142,-0.500815,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.696541,30,0.001287,inf,STAND_TEST,0.000000,-0.012101,0.104920,-0.500837,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.716623,31,0.001270,inf,STAND_TEST,0.000000,-0.012071,0.104771,-0.500867,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.736628,32,0.001139,inf,STAND_TEST,0.000000,-0.012046,0.104520,-0.500848,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.756602,33,0.000860,inf,STAND_TEST,0.000000,-0.012051,0.104288,-0.500899,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.776983,34,0.001108,inf,STAND_TEST,0.000000,-0.012035,0.104030,-0.500906,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.797115,35,0.001116,inf,STAND_TEST,0.000000,-0.012055,0.103831,-0.500944,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.817240,36,0.001142,inf,STAND_TEST,0.000000,-0.012053,0.103605,-0.500953,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.837349,37,0.001121,inf,STAND_TEST,0.000000,-0.012045,0.103385,-0.500959,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.857302,38,0.000849,inf,STAND_TEST,0.000000,-0.012002,0.103179,-0.500983,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.877426,39,0.000849,inf,STAND_TEST,0.000000,-0.011957,0.102910,-0.500942,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.897820,40,0.001120,inf,STAND_TEST,0.000000,-0.011957,0.102661,-0.500897,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.917934,41,0.001129,inf,STAND_TEST,0.000000,-0.011949,0.102390,-0.500914,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.937844,42,0.000849,inf,STAND_TEST,0.000000,-0.011922,0.102160,-0.500878,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.957979,43,0.000853,inf,STAND_TEST,0.000000,-0.011896,0.101912,-0.500814,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.978359,44,0.001108,inf,STAND_TEST,0.000000,-0.011857,0.101648,-0.500833,0.000000,0.000000,0.000000,1.000000,1.000000
1782451567.998496,45,0.001125,inf,STAND_TEST,0.000000,-0.011861,0.101433,-0.500873,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.018625,46,0.001122,inf,STAND_TEST,0.000000,-0.011805,0.101227,-0.500849,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.038652,47,0.001127,inf,STAND_TEST,0.000000,-0.011792,0.101057,-0.500858,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.058790,48,0.001139,inf,STAND_TEST,0.000000,-0.011796,0.100817,-0.500832,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.078622,49,0.000850,inf,STAND_TEST,0.000000,-0.011774,0.100569,-0.500759,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.098943,50,0.001045,inf,STAND_TEST,0.000000,-0.011773,0.100350,-0.500797,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.119128,51,0.001169,inf,STAND_TEST,0.000000,-0.011758,0.100150,-0.500771,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.139153,52,0.001129,inf,STAND_TEST,0.000000,-0.011712,0.099953,-0.500751,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.159283,53,0.001127,inf,STAND_TEST,0.000000,-0.011698,0.099778,-0.500728,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.179379,54,0.000861,inf,STAND_TEST,0.000000,-0.011691,0.099606,-0.500723,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.199761,55,0.001121,inf,STAND_TEST,0.000000,-0.011680,0.099459,-0.500717,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.219900,56,0.001130,inf,STAND_TEST,0.000000,-0.011691,0.099332,-0.500715,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.240029,57,0.001114,inf,STAND_TEST,0.000000,-0.011653,0.099223,-0.500712,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.260120,58,0.000848,inf,STAND_TEST,0.000000,-0.011665,0.099105,-0.500714,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.280253,59,0.000853,inf,STAND_TEST,0.000000,-0.011677,0.098996,-0.500730,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.300651,60,0.001124,inf,STAND_TEST,0.000000,-0.011666,0.098848,-0.500697,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.320781,61,0.001130,inf,STAND_TEST,0.000000,-0.011656,0.098737,-0.500696,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.340914,62,0.001140,inf,STAND_TEST,0.000000,-0.011652,0.098662,-0.500677,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.360751,63,0.000849,inf,STAND_TEST,0.000000,-0.011663,0.098601,-0.500679,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.380883,64,0.000863,inf,STAND_TEST,0.000000,-0.011635,0.098501,-0.500680,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.401266,65,0.001114,inf,STAND_TEST,0.000000,-0.011626,0.098452,-0.500693,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.421401,66,0.001115,inf,STAND_TEST,0.000000,-0.011601,0.098372,-0.500667,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.441147,67,0.000804,inf,STAND_TEST,0.000000,-0.011597,0.098376,-0.500724,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.461066,68,0.000480,inf,STAND_TEST,0.000000,-0.011595,0.098351,-0.500775,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.481084,69,0.000443,inf,STAND_TEST,0.000000,-0.011598,0.098353,-0.500746,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.501199,70,0.000500,inf,STAND_TEST,0.000000,-0.011583,0.098341,-0.500741,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.521230,71,0.000476,inf,STAND_TEST,0.000000,-0.011586,0.098267,-0.500761,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.541275,72,0.000465,inf,STAND_TEST,0.000000,-0.011577,0.098244,-0.500736,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.561589,73,0.000723,inf,STAND_TEST,0.000000,-0.011596,0.098274,-0.500748,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.581544,74,0.000466,inf,STAND_TEST,0.000000,-0.011653,0.098292,-0.500767,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.601714,75,0.000494,inf,STAND_TEST,0.000000,-0.011653,0.098292,-0.500784,0.000000,0.000000,0.000000,1.000000,1.000000
1782451568.621723,76,0.000447,inf,STAND_TEST,0.000000,-0.011674,0.098313,-0.500808,0.000000,0.000000,0.000000,1.000000,1.000000
