branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
base_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_gate_v1/dtera_short_v1/model_500.pt,42,64,200,0.0629650160856545,8.037143076459566,2.5583334548476464,0.4595374121144414,0.05442728880792856,0.09455586470663548,0.10829237092286348,0.8284321367740631,0.3736105016618967,0.47730996141210197,5,7,0,0.10452229969203472,0.13787915125489236,0.0,0.0,0.0,0.04835824891924858,0.6533812110747524,7,0,0,0,1,4,0,0
