branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
full,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_anyadapter_dual/dual_wm_fixed_debug/model_200.pt,42,64,50,0.058729942813515665,1.2318439185619354,0.6133333624651035,0.24092111244797706,0.04704389004036784,0.09861263766884804,0.11923016309738159,0.2641040199995041,3,0,0,0.06993305988609791,0.06863238532096147,0.11278236031532288,0.22004163265228271,0,0,0,0,1,2,0,0
