branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
dyn_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_anyadapter_dual/dual_wm_fixed_debug/model_200.pt,42,64,50,0.05864614613354206,1.2265483438968658,0.6066666954817871,0.24079353012144566,0.04618919789791107,0.09531610280275345,0.11890567481517791,0.26402040116488934,3,0,0,0.06956103421747685,0.0683079781383276,0.06956103421747685,0.16121938824653625,0,0,0,0,1,2,0,0
