branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
err_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_anyadapter_dual/dual_wm_fixed_debug/model_200.pt,42,64,50,0.058565227091312407,1.2251904606819153,0.6133333624651035,0.2403049773722887,0.047239636965096,0.09428555741906167,0.11776053965091705,0.2637384583801031,3,0,0,0.06979002021253108,0.068490020185709,0.068490020185709,0.15053687989711761,0,0,0,0,1,2,0,0
