motion,seed,mode,window,frames,joint_rmse,root_velocity_rmse,height_rmse,max_tilt,fall_rate,fallen_frame_fraction,action_rate_l2_per_second,inference_ms_mean,inference_ms_p95,reference_pipeline_ms_mean,roll_rmse,pitch_rmse,yaw_rmse,branch_cosine_mean,branch_cancellation_ratio
accad/B3___walk1.pkl,42,A,full_sequence,380,0.15525292377365307,0.18812812917589855,0.02690831503251432,0.25012479496281237,0.0,0.0,29.45216780541796,0.21800948684717456,0.2796729498868446,0.06362431841616374,0.04133698053740931,0.08269540920846319,0.6767751655199399,,
accad/B3___walk1.pkl,42,A,after_warmup,356,0.14833016707873317,0.17125955221871986,0.027008405457399808,0.25012479496281237,0.0,0.0,27.962609443976316,0.20554029494857962,0.27503674982654047,0.06281750280051936,0.033707608419630386,0.08238843548126026,0.6984295947862486,,
accad/B3___walk1.pkl,42,B,full_sequence,380,0.1463769674919407,0.1784116933861753,0.027295818755571927,0.2593913175723288,0.0,0.0,28.88166984238672,0.24790097893879934,0.41835585020635335,0.5153714447344196,0.04359727278411293,0.08474187788316544,0.5656105581205065,,
accad/B3___walk1.pkl,42,B,after_warmup,356,0.13836219036317043,0.1597757024864816,0.02742032621013016,0.2593913175723288,0.0,0.0,27.35546139717084,0.23675657021694757,0.41369100006249937,0.5433507219090081,0.036621323264916066,0.08457901519956372,0.5834242340789367,,
accad/B3___walk1.pkl,42,C,full_sequence,380,0.15530491547489744,0.1894069436508267,0.02727153913946569,0.27959432536899936,0.0,0.0,29.498632967303156,0.6940984657950665,1.2258726500022021,0.07260198420729132,0.041924420651337134,0.0992118448416639,0.6152507009224214,0.37641619985472097,0.15896493523389488
accad/B3___walk1.pkl,42,C,after_warmup,356,0.1486638007901586,0.17266842103093777,0.027387455028717422,0.27959432536899936,0.0,0.0,27.989162932605666,0.6722387359592646,1.2132914999938293,0.07259266853166439,0.034434692363842785,0.09880059433653375,0.6347656796008727,0.3689532960091595,0.16342542706234098
accad/B3___walk1.pkl,42,D,full_sequence,380,0.14549849477502813,0.18013280254899108,0.027536563016344988,0.2903160023346641,0.0,0.0,28.86264677334541,0.6823304789421807,1.2435901498975002,0.5404945684284413,0.04595360356289479,0.099599414071886,0.548545906607822,0.40233502255516906,0.15094296583610012
accad/B3___walk1.pkl,42,D,after_warmup,356,0.13766719882498007,0.1617287084138138,0.027669069244798214,0.2903160023346641,0.0,0.0,27.312405435035725,0.6620917528012347,1.2467147498682607,0.571524724728334,0.039543583632471804,0.09921595214798797,0.5657412100002668,0.39661945507143553,0.1547012191164756
accad/B3___walk1.pkl,42,E,full_sequence,380,0.1434534606862808,0.17569696684881905,0.026744882724604888,0.28219069018796406,0.0,0.0,15.65692274960386,0.6652096473771962,1.2446836001117845,0.023891997369374668,0.041250083069345314,0.09734384095329056,0.5713617628049072,0.40796050607172274,0.14897877145633365
accad/B3___walk1.pkl,42,E,after_warmup,356,0.13716062253132383,0.1572335532076796,0.02679938391197009,0.28219069018796406,0.0,0.0,13.75614813193179,0.6455394129294761,1.2399952502164524,0.023664679771029748,0.03390627217749435,0.09679428674642582,0.5893731259250959,0.403721292652284,0.15260654458948875
