branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
full_gate,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_gate_v1/dtera_short_v1/model_500.pt,42,512,2000,0.06154121121391654,32.96818545613006,10.72806680789835,1.3685726697873324,0.06262353497045114,0.10500478282943368,0.11210290530696511,0.75077595692873,0.43330215203762057,1.3854027832318097,184,902,0,0.10653486405685544,0.1382420575916767,0.0721804924979806,0.21525591611862183,0.3783205522149801,0.04966588432528079,0.6412272541716195,902,0,3,15,35,131,0,0
