branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,root_position_rmse_m,root_velocity_rmse_m_s,roll_rmse_rad,pitch_rmse_rad,joint_position_rmse_rad,joint_velocity_rmse_rad_s,keybody_rmse_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
dyn_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_revision4/dtera_revision4_frozen_output_bias_overnight/model_4800.pt,42,512,2000,0.0631122670173645,34.37587514700184,10.954779863047102,1.2708353556618095,0.05969566860096529,0.09227797516062855,0.10974614389613271,0.7209779585301876,0.40072394705563785,1.2891164533812554,2.6499421651038464,0.3140610878782766,0.081607004907307,0.11932191620542608,0.15220382229453425,1.2680890637453148,2.654088590294408,176,889,0,0.045640463860472665,0.09806458466500044,0.017614337913226336,0.09069856256246567,0.3845735229253769,0.04760733782593161,0.621157599231969,889,0,3,12,16,145,0,0
