branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,root_position_rmse_m,root_velocity_rmse_m_s,roll_rmse_rad,pitch_rmse_rad,joint_position_rmse_rad,joint_velocity_rmse_rad_s,keybody_rmse_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
base_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_revision4/dtera_revision4_frozen_output_bias_overnight/model_4800.pt,42,512,2000,0.06246273632533848,33.991337019138,10.901782508328186,1.2458247351758183,0.060716338915284725,0.09236258637532592,0.11134017366170883,0.7334051426649094,0.4122595087736845,1.2637000216264278,2.651530826422947,0.32105739355919416,0.08330978239427303,0.12014039917297475,0.15531316465362954,1.2876648231436658,2.6552643804397347,164,891,0,0.045383642912609504,0.09828489262983203,0.0,0.0,0.0,0.04841405172925443,0.6265798564282818,891,0,5,13,24,122,0,0
