branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,root_position_rmse_m,root_velocity_rmse_m_s,roll_rmse_rad,pitch_rmse_rad,joint_position_rmse_rad,joint_velocity_rmse_rad_s,keybody_rmse_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
full_gate_off,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_revision4/dtera_revision4_frozen_output_bias_overnight/model_4800.pt,42,512,2000,0.062227328941226005,32.488815951573784,10.421383570512338,1.349805978228338,0.0619689770382829,0.10237812900170684,0.11212982985377312,0.7370594818890095,0.4085384206399322,1.3661240139268338,2.7308872010887546,0.31656695833219345,0.08471194767110946,0.13100025137184768,0.15531261609289465,1.287761057710504,2.7345535937855217,160,939,0,0.046922530595911664,0.09783064658939838,0.11620725950598716,0.17860400676727295,1.0,0.04884562171716243,0.6339155426169706,939,0,4,15,24,117,0,0
