branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,root_position_rmse_m,root_velocity_rmse_m_s,roll_rmse_rad,pitch_rmse_rad,joint_position_rmse_rad,joint_velocity_rmse_rad_s,keybody_rmse_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
full_demand_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_revision4/dtera_revision4_frozen_output_bias_overnight/model_4800.pt,42,512,2000,0.0625529239848256,34.698555093732686,11.137113539430826,1.288977233855985,0.06076396843465045,0.09503816697746516,0.11087499076128006,0.7328843118548394,0.41071596582233905,1.3060096424985677,2.628160658332311,0.31927493394498935,0.08346885260457275,0.12312226052586753,0.15323473883783106,1.2842130501826368,2.631986948573958,171,882,0,0.04607289828988723,0.09804697769135237,0.044896780669689176,0.16315320134162903,0.38778253088891507,0.04846400596853346,0.626749472775538,882,0,4,12,28,127,0,0
