branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
full_demand_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_gate_v1/dtera_short_v1/model_500.pt,42,512,2000,0.06324380136840045,34.33757728866705,10.875032715248365,1.218660432605073,0.059893619466573,0.09913210106641054,0.11112912419065833,0.7186924387216568,0.39774240177124737,1.2360884315948932,185,902,0,0.10658740561082959,0.13819285824149846,0.07268845494836569,0.22009702026844025,0.3814258558005095,0.04704182868916541,0.615201007401484,902,0,7,13,27,138,0,0
