branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
full_demand_confidence,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_gate_v1/dtera_short_v1/model_500.pt,42,512,2000,0.06193376965820789,32.98138066166179,10.718067356415999,1.3292104300372303,0.06192585293808952,0.10247237782552839,0.11220185625553131,0.7409083914160729,0.4235166203081608,1.346630832495168,190,917,0,0.10680801055952907,0.13822412348538637,0.07188824934139848,0.21272054314613342,0.376716693341732,0.04931876940652728,0.6377315340845987,917,0,4,10,24,152,0,0
