branch_mode,checkpoint,seed,num_envs,max_steps,mean_reward_per_step,mean_episode_return,mean_episode_length_s,mean_root_pos_error_m,mean_roll_error_rad,mean_pitch_error_rad,mean_joint_pos_error_rad,mean_joint_vel_error_rad_s,mean_root_vel_error_m_s,mean_keybody_pos_error_m,fall_count,timeout_count,motion_end_count,mean_delta_dyn_l2,mean_delta_err_l2,mean_applied_residual_l2,max_applied_residual_l2,mean_gate,mean_feet_slip_m_s,mean_action_rate_l2,termination_timeout,termination_motion_end,termination_pose_fail,termination_contact,termination_roll_pitch,termination_height,termination_velocity,termination_other
err_only,/home/hank/TWIST（anyadapter）/legged_gym/logs/g1_twist_dtera_gate_v1/dtera_short_v1/model_500.pt,42,512,2000,0.06291697313822806,33.93652480714773,10.826890644603505,1.2491347513664515,0.060444420287385586,0.09200265395268797,0.1112527417987585,0.7240014653801918,0.40325035572052004,1.2675515673868358,173,901,0,0.10647569855675101,0.1380795719847083,0.051537335120141504,0.13845068216323853,0.3729052021354437,0.047129975550808015,0.6223475807842581,901,0,7,18,19,129,0,0
